Index,Quantity,Part Number,Description,Customer Reference,Available Quantity,Backorder Quantity,Unit Price USD,Extended Price USD,
1,20,WM7621CT-ND,CONN HEADER 3POS 1.25MM R/A SMD,,20,0,0,99500,19,90,
2,10,WM12332CT-ND,1.25 WTB WAFER ASSY 3CKT,,10,0,1,66300,16,63,
3,20,P1.00KHCT-ND,RES SMD 1K OHM 1% 1/10W 0603,,20,0,0,06300,1,26,
4,25,620-1664-1-ND,MAGNETIC SWITCH UNIPOLAR SOT23W,,25,0,1,42280,35,57,
5,25,160-1446-1-ND,LED GREEN CLEAR 0603 SMD,,25,0,0,15560,3,89,
